date,code,description,type,issuer,listing_date,maturity_date,interest,interest_type,interest_freq,originated_amt,total,mature,interest_freq_num,payments_count,curr_amt,days_purchase,sold_per_day,sold_ratio,sold_speed_pct_per_day,sector_type,payments_total
2023-01-31,SIPPLN03BCN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI B,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2026-08-01,8.5,FIXED,3 MONTHS,368000000000,368000000000,6.997946611909651,4,28,0,1279,287724784.9882721,1,7.818608287724785e-4,Natural Resources,875840000000.0001
2023-01-31,SIPPLN03BCN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI B,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2026-10-01,8.4,FIXED,3 MONTHS,10000000000,10000000000,6.997946611909651,4,28,0,1218,8210180.623973727,1,8.210180623973727e-4,Natural Resources,23520000000.000004
2023-01-31,SIPPLN03BCN6,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI B,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2030-02-18,8,FIXED,3 MONTHS,3500000000,3500000000,9.998631074606434,4,40,0,1078,3246753.2467532465,1,9.276437847866419e-4,Natural Resources,11200000000
2023-01-31,SIPPLN03CCN1,SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2028-07-10,8.4,FIXED,3 MONTHS,258000000000,258000000000,9.998631074606434,4,40,0,1666,154861944.77791116,1,6.002400960384153e-4,Natural Resources,866880000000.0001
2023-01-31,SIPPLN03CCN2,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2028-10-10,9.1,FIXED,3 MONTHS,15000000000,15000000000,9.998631074606434,4,40,0,1574,9529860.228716645,1,6.353240152477764e-4,Natural Resources,54599999999.99999
2023-01-31,SIPPLN03CCN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2026-02-19,9.35,FIXED,3 MONTHS,204000000000,204000000000,6.997946611909651,4,28,0,1442,141470180.30513176,1,6.934812760055479e-4,Natural Resources,534072000000
2023-01-31,SIPPLN03CCN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2029-08-01,8.7,FIXED,3 MONTHS,20000000000,20000000000,9.998631074606434,4,40,0,1279,15637216.57544957,1,7.818608287724785e-4,Natural Resources,69599999999.99998
2023-01-31,SIPPLN03CCN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2029-10-01,8.6,FIXED,3 MONTHS,92000000000,92000000000,9.998631074606434,4,40,0,1218,75533661.7405583,1,8.210180623973727e-4,Natural Resources,316479999999.99994
2023-01-31,SIPPLN03CCN6,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2035-02-18,8.7,FIXED,3 MONTHS,9000000000,9000000000,14.99794661190965,4,60,0,1078,8348794.063079777,1,9.276437847866419e-4,Natural Resources,46980000000
2023-01-31,SIPPLN03DCN1,SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2033-07-10,8.9,FIXED,3 MONTHS,105000000000,105000000000,14.99794661190965,4,60,0,1666,63025210.084033616,1,6.002400960384153e-4,Natural Resources,560700000000.0001
2023-01-31,SIPPLN03DCN2,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2038-10-10,9.65,FIXED,3 MONTHS,50000000000,50000000000,19.99726214921287,4,80,0,1574,31766200.762388818,1,6.353240152477764e-4,Natural Resources,386000000000.00006
2023-01-31,SIPPLN03DCN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2029-02-19,9.6,FIXED,3 MONTHS,45000000000,45000000000,9.998631074606434,4,40,0,1442,31206657.420249652,1,6.934812760055479e-4,Natural Resources,172800000000
2023-01-31,SIPPLN03DCN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2034-08-01,9.5,FIXED,3 MONTHS,49000000000,49000000000,14.99794661190965,4,60,0,1279,38311180.60985145,1,7.818608287724785e-4,Natural Resources,279300000000
2023-01-31,SIPPLN03DCN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2034-10-01,9.4,FIXED,3 MONTHS,135000000000,135000000000,14.99794661190965,4,60,0,1218,110837438.42364532,1,8.210180623973727e-4,Natural Resources,761400000000
2023-01-31,SIPPLN03DCN6,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2040-02-18,9.05,FIXED,3 MONTHS,62500000000,62500000000,19.99726214921287,4,80,0,1078,57977736.54916512,1,9.276437847866419e-4,Natural Resources,452500000000.00006
2023-01-31,SIPPLN03ECN1,SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2038-07-10,9,FIXED,3 MONTHS,110000000000,110000000000,19.99726214921287,4,80,0,1666,66026410.56422569,1,6.002400960384153e-4,Natural Resources,791999999999.9999
2023-01-31,SIPPLN03ECN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2034-02-19,9.8,FIXED,3 MONTHS,60000000000,60000000000,14.99794661190965,4,60,0,1442,41608876.56033287,1,6.934812760055479e-4,Natural Resources,352800000000
2023-01-31,SIPPLN03ECN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2039-08-01,9.975,FIXED,3 MONTHS,539000000000,539000000000,19.99726214921287,4,80,0,1279,421422986.7083659,1,7.818608287724785e-4,Natural Resources,4301219999999.9995
2023-01-31,SIPPLN03ECN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2039-10-01,9.9,FIXED,3 MONTHS,554000000000,554000000000,19.99726214921287,4,80,0,1218,454844006.5681445,1,8.210180623973727e-4,Natural Resources,4387680000000
2023-01-31,SIPPLN03FCN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI F,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2039-02-19,9.95,FIXED,3 MONTHS,28000000000,28000000000,19.99726214921287,4,80,0,1442,19417475.72815534,1,6.934812760055479e-4,Natural Resources,222879999999.99997
2023-01-31,SIPPLN04ACN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI A,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2025-09-08,6.7,FIXED,3 MONTHS,39000000000,39000000000,4.996577686516085,4,20,0,875,44571428.571428575,1,0.001142857142857143,Natural Resources,52260000000
2023-01-31,SIPPLN04BCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI B,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2027-09-08,7.25,FIXED,3 MONTHS,35000000000,35000000000,6.995208761122519,4,28,0,875,40000000,1,0.001142857142857143,Natural Resources,71050000000
2023-01-31,SIPPLN04CCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2030-09-08,7.9,FIXED,3 MONTHS,200000000000,200000000000,9.995893223819301,4,40,0,875,228571428.57142857,1,0.001142857142857143,Natural Resources,632000000000
2023-01-31,SIPPLN04DCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2035-09-08,8.65,FIXED,3 MONTHS,56000000000,56000000000,14.99520876112252,4,60,0,875,64000000,1,0.001142857142857143,Natural Resources,290640000000
2023-01-31,SIPPLN04ECN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2040-09-08,8.86,FIXED,3 MONTHS,46500000000,46499999999.99999,19.99726214921287,4,80,7.62939453125e-6,875,53142857.142857134,0.9999999999999999,0.0011428571428571427,Natural Resources,329591999999.99994
2023-01-31,SIPTPN02A,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI A,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2025-08-21,11.2,FIXED,3 MONTHS,10000000000,10000000000,2.5544147843942504,4,10,0,1,10000000000,1,1,Natural Resources,11199999999.999998
2023-01-31,SIPTPN02C,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI C,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2025-08-22,11.2,FIXED,3 MONTHS,150000000000,150000000000,2.5571526351813825,4,10,0,1,150000000000,1,1,Natural Resources,167999999999.99997
2023-01-31,SIPTPN02D,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI D,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2023-02-21,11.2,FIXED,3 MONTHS,40000000000,40000000000,0.057494866529774126,4,0,0,1,40000000000,1,1,Natural Resources,0
2023-01-31,SIPTPN02E,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI E,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2025-08-23,11.2,FIXED,3 MONTHS,200000000000,200000000000,2.5598904859685145,4,10,0,1,200000000000,1,1,Natural Resources,223999999999.99997
2023-01-31,SIPTPN02F,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI F,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2024-09-03,11.6,Fixed,3 MONTHS,105000000000,105000000000,1.5906913073237507,4,6,0,1,105000000000,1,1,Natural Resources,73080000000
2023-01-31,SIPTPN02G,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI G,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2023-02-21,11.2,FIXED,3 MONTHS,465000000000,464999999999.99994,0.057494866529774126,4,0,6.103515625e-5,1,464999999999.99994,0.9999999999999999,0.9999999999999999,Natural Resources,0
2023-01-31,SIPTPN02H,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI H,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",2023-01-31,2023-02-21,11.2,FIXED,3 MONTHS,100000000000,100000000000,0.057494866529774126,4,0,0,1,100000000000,1,1,Natural Resources,0
2023-01-31,SISGRO01ACN1,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2020-03-04,2023-03-03,9.35,FIXED,3 MONTHS,175000000000,175000000000,2.9952087611225187,4,12,0,1064,164473684.21052632,1,9.398496240601503e-4,Natural Resources,196349999999.99997
2023-01-31,SISGRO01ACN2,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2021-03-18,2024-03-17,9.45,FIXED,3 MONTHS,236635000000,236635000000,2.9979466119096507,4,12,0,685,345452554.74452555,1,0.00145985401459854,Natural Resources,268344089999.99997
2023-01-31,SISGRO01ACN3,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2022-03-04,2025-03-02,7.15,FIXED,3 MONTHS,75000000000,75000000000,2.9952087611225187,4,12,0,334,224550898.2035928,1,0.0029940119760479044,Natural Resources,64350000000.00001
2023-01-31,SISGRO01BCN1,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2020-03-04,2025-03-03,9.75,FIXED,3 MONTHS,125000000000,125000000000.00002,4.996577686516085,4,20,-1.52587890625e-5,1064,117481203.00751881,1.0000000000000002,9.398496240601505e-4,Natural Resources,243750000000.00006
2023-01-31,SISGRO01BCN2,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2021-03-18,2026-03-17,10.35,FIXED,3 MONTHS,158250000000,158250000000,4.996577686516085,4,20,0,685,231021897.810219,1,0.00145985401459854,Natural Resources,327577500000
2023-01-31,SISGRO01BCN3,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",2022-03-04,2027-03-02,8.4,FIXED,3 MONTHS,230115000000,230115000000,4.993839835728953,4,20,0,334,688967065.8682635,1,0.0029940119760479044,Natural Resources,386593200000.00006
2023-01-31,SITINS01CN2,SUKUK IJARAH BERKELANJUTAN I TIMAH TAHAP II TAHUN 2019,SUKUK,"TIMAH Tbk, PT",2019-08-16,2024-08-15,8.75,FIXED,3 MONTHS,313000000000,313000000000,4.999315537303217,4,20,0,1265,247430830.0395257,1,7.905138339920949e-4,Natural Resources,547750000000
2023-01-31,SMADMF03CCN2,SUK MDRBH BKLJT III ADIRA FINANCE THP II TH18 SR C,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",2018-03-22,2023-03-21,1,FLOATING,3 MONTHS,29000000000,29000000000,4.996577686516085,4,20,0,1777,16319639.842431063,1,5.627462014631402e-4,Finance,5800000000
2023-01-31,SMSMII01BCN1,SUKUK MUDHARABAH BKLJT I SMI THP I TH18 SR B,SUKUK,"SARANA MULTI INFRASTRUKTUR (PERSERO), PT",2018-07-09,2023-07-06,1,FLOATING,3 MONTHS,320000000000,320000000000,4.991101984941821,4,20,0,1668,191846522.78177458,1,5.995203836930455e-4,Finance,64000000000
2023-01-31,SWMEDP01ACN1,SUKUK WAKALAH BERKELANJUTAN I MEDCO POWER INDONESIA TAHAP I TAHUN 2022 SERI A,SUKUK,"MEDCO POWER INDONESIA, PT",2022-08-05,2025-08-04,8,FIXED,3 MONTHS,280000000000,280000000000,2.9979466119096507,4,12,0,180,1555555555.5555556,1,0.005555555555555556,Natural Resources,268800000000
2023-01-31,SWMEDP01ACN2,SUKUK WAKALAH BERKELANJUTAN I MEDCO POWER INDONESIA TAHAP II TAHUN 2022 SERI A,SUKUK,"MEDCO POWER INDONESIA, PT",2023-01-02,2025-12-30,9,FIXED,3 MONTHS,469690000000,469690000000,2.9924709103353866,4,12,0,30,15656333333.333334,1,0.03333333333333333,Natural Resources,507265200000.00006
2023-01-31,SWMEDP01B,SUK WAKALAH MEDCO POWER INDONESIA I TH 2018 SERI B,SUKUK,"MEDCO POWER INDONESIA, PT",2018-07-05,2023-07-04,10.25,FIXED,3 MONTHS,404000000000,404000000000,4.996577686516085,4,20,0,1672,241626794.2583732,1,5.980861244019139e-4,Natural Resources,828199999999.9999
2023-01-31,SWMEDP01BCN1,SUKUK WAKALAH BERKELANJUTAN I MEDCO POWER INDONESIA TAHAP I TAHUN 2022 SERI B,SUKUK,"MEDCO POWER INDONESIA, PT",2022-08-05,2027-08-04,9.25,FIXED,3 MONTHS,220000000000,220000000000,4.996577686516085,4,20,0,180,1222222222.2222223,1,0.005555555555555556,Natural Resources,407000000000
2023-01-31,SWMEDP01BCN2,SUKUK WAKALAH BERKELANJUTAN I MEDCO POWER INDONESIA TAHAP II TAHUN 2022 SERI B,SUKUK,"MEDCO POWER INDONESIA, PT",2023-01-02,2027-12-30,9.5,FIXED,3 MONTHS,130310000000,130310000000,4.991101984941821,4,20,0,30,4343666666.666667,1,0.03333333333333333,Natural Resources,247589000000
2023-01-31,SWMEDP01C,SUK WAKALAH MEDCO POWER INDONESIA I TH 2018 SERI C,SUKUK,"MEDCO POWER INDONESIA, PT",2018-07-05,2025-07-04,10.75,FIXED,3 MONTHS,43000000000,43000000000,6.997946611909651,4,28,0,1672,25717703.3492823,1,5.980861244019139e-4,Natural Resources,129429999999.99998
2023-01-31,SWMEDP02B,SUKUK WAKALAH MEDCO POWER INDONESIA II TAHUN 2019 SERI B,SUKUK,"MEDCO POWER INDONESIA, PT",2019-05-24,2024-05-23,10.55,FIXED,3 MONTHS,7000000000,7000000000,4.999315537303217,4,20,0,1349,5189028.910303929,1,7.412898443291327e-4,Natural Resources,14770000000.000002
2023-01-31,SWMEDP02C,SUKUK WAKALAH MEDCO POWER INDONESIA II TAHUN 2019 SERI C,SUKUK,"MEDCO POWER INDONESIA, PT",2019-05-24,2026-05-23,11.1,FIXED,3 MONTHS,10300000000,10300000000,6.997946611909651,4,28,0,1349,7635285.396590067,1,7.412898443291327e-4,Natural Resources,32012400000
2023-01-31,SWMNMN01A,SUKUK WAKALAH I PT MITRA NIAGA MADANI SERI A,SUKUK,"MITRA NIAGA MADANI, PT",2023-01-31,2024-02-08,10.25,Fixed,3 MONTHS,392000000000,392000000000,1.0212183436002737,4,4,0,1,392000000000,1,1,Consumer & Services,160720000000
2023-01-31,IFR0006,SBSN SERI IFR0006,SBSN,PEMERINTAH REPUBLIK INDONESIA,2010-04-05,2030-03-15,10.25,FIXED,SEMI-ANNUAL,2175000000000,42000000000,19.942505133470227,2,40,2133000000000,4685,8964781.216648879,0.019310344827586208,4.121738490413278e-6,Finance,172200000000
2023-01-31,IFR0010,SBSN SERI IFR0010,SBSN,PEMERINTAH REPUBLIK INDONESIA,2011-03-04,2036-02-15,10,FIXED,SEMI-ANNUAL,4110000000000,16749000000,24.95277207392197,2,50,4093251000000,4352,3848575.367647059,0.004075182481751825,9.363930334907686e-7,Finance,83745000000
2023-01-31,PBS003,SBSN SERI PBS003,SBSN,PEMERINTAH REPUBLIK INDONESIA,2012-02-03,2027-01-15,6,FIXED,SEMI-ANNUAL,3786000000000,1493331000000,14.948665297741274,2,30,2292669000000,4016,371845368.52589643,0.3944350237717908,9.821589237345388e-5,Finance,2687995799999.9995
2023-01-31,PBS004,SBSN SERI PBS004,SBSN,PEMERINTAH REPUBLIK INDONESIA,2012-02-17,2037-02-15,6.1,FIXED,SEMI-ANNUAL,10149000000000,1891391000000,24.996577686516083,2,50,8257609000000,4002,472611444.27786106,0.18636230170460144,4.656729178026023e-5,Finance,5768742550000
2023-01-31,PBS005,SBSN SERI PBS005,SBSN,PEMERINTAH REPUBLIK INDONESIA,2013-05-03,2043-04-15,6.75,FIXED,SEMI-ANNUAL,9934000000000,7298245000000,29.949349760438057,2,60,2635755000000,3561,2049493119.9101377,0.7346733440708677,2.0631096435576177e-4,Finance,29557892250000.004
2023-01-31,PBS007,SBSN SERI PBS007,SBSN,PEMERINTAH REPUBLIK INDONESIA,2014-10-01,2040-09-15,9,FIXED,SEMI-ANNUAL,7525000000000,12869000000,25.95756331279945,2,52,7512131000000,3045,4226272.577996716,0.0017101661129568107,5.616309073749789e-7,Finance,60226920000
2023-01-31,PBS011,SBSN Seri PBS011,SBSN,PEMERINTAH REPUBLIK INDONESIA,2016-01-15,2023-08-15,8.75,FIXED,SEMI-ANNUAL,10545000000000,162528000000,7.581108829568788,2,15,10382472000000,2574,63142191.14219114,0.015412802275960171,5.987879672090199e-6,Finance,213318000000
2023-01-31,PBS012,SBSN Seri PBS012,SBSN,PEMERINTAH REPUBLIK INDONESIA,2016-01-29,2031-11-15,8.875,FIXED,SEMI-ANNUAL,20315000000000,3912345000000.0005,15.794661190965092,2,32,16402655000000,2560,1528259765.6250002,0.19258405119369926,7.522814499753878e-5,Finance,11111059800000
2023-01-31,PBS015,SBSN Seri PBS015,SBSN,PEMERINTAH REPUBLIK INDONESIA,2017-07-24,2047-07-15,8,FIXED,SEMI-ANNUAL,250000000000,9337959999999.998,29.973990417522245,2,60,-9087959999999.998,2018,4627333994.053517,37.351839999999996,0.01850933597621407,Finance,44822207999999.99
2023-01-31,PBS017,SBSN Seri PBS017,SBSN,PEMERINTAH REPUBLIK INDONESIA,2018-01-12,2025-10-15,6.125,FIXED,SEMI-ANNUAL,2570000000000,789992000000,7.756331279945243,2,16,1780008000000,1846,427947995.66630554,0.3073898832684825,1.665167298312473e-4,Finance,774192160000
2023-01-31,PBS018,SBSN Seri PBS018,SBSN,PEMERINTAH REPUBLIK INDONESIA,2018-06-06,2028-05-15,7.625,FIXED,SEMI-ANNUAL,2000000000000,7500000000000,9.94113620807666,2,20,-5500000000000,1701,4409171075.837743,3.75,0.002204585537918871,Finance,11437500000000
2023-01-31,PBS019,SBSN Seri PBS019,SBSN,PEMERINTAH REPUBLIK INDONESIA,2018-10-05,2023-09-15,8.25,Fixed,SEMI-ANNUAL,65000000000,17317000000,4.944558521560575,2,10,47683000000,1580,10960126.58227848,0.2664153846153846,1.6861733203505356e-4,Finance,14286525000.000002
2023-01-31,PBS020,SBSN Seri PBS020,SBSN,PEMERINTAH REPUBLIK INDONESIA,2018-10-23,2027-10-15,9,Fixed,SEMI-ANNUAL,1000000000000,1100000000000,8.97741273100616,2,18,-100000000000,1562,704225352.112676,1.1,7.042253521126761e-4,Finance,1781999999999.9998
2023-01-31,PBS021,SBSN Seri PBS021,SBSN,PEMERINTAH REPUBLIK INDONESIA,2018-12-06,2026-11-15,8.5,Fixed,SEMI-ANNUAL,1500000000000,4837700000000,7.942505133470226,2,16,-3337700000000,1518,3186890645.586298,3.2251333333333334,0.0021245937637241986,Finance,6579272000000
2023-01-31,PBS022,SBSN Seri PBS022,SBSN,PEMERINTAH REPUBLIK INDONESIA,2019-01-25,2034-04-15,8.625,Fixed,SEMI-ANNUAL,340000000000,2619450000000,15.219712525667351,2,30,-2279450000000,1468,1784366485.013624,7.704264705882353,0.005248136720628306,Finance,6777826875000
2023-01-31,PBS023,SBSN Seri PBS023,SBSN,PEMERINTAH REPUBLIK INDONESIA,2019-05-16,2030-05-15,8.125,Fixed,SEMI-ANNUAL,3000000000000,3089200000000,10.99794661190965,2,22,-89200000000,1357,2276492262.343405,1.0297333333333334,7.588307541144682e-4,Finance,5521945000000
2023-01-31,PBS024,SBSN Seri PBS024,SBSN,PEMERINTAH REPUBLIK INDONESIA,2019-05-29,2032-05-15,8.375,Fixed,SEMI-ANNUAL,1500000000000,1700000000000,12.9637234770705,2,26,-200000000000,1344,1264880952.3809524,1.1333333333333333,8.432539682539682e-4,Finance,3701750000000.0005
2023-01-31,PBS025,SBSN Seri PBS025,SBSN,PEMERINTAH REPUBLIK INDONESIA,2019-05-31,2033-05-15,8.375,FIXED,SEMI-ANNUAL,6000000000000,2553525000000,13.957563312799453,2,28,3446475000000,1342,1902775707.8986588,0.4255875,3.1712928464977644e-4,Finance,5988016125000.001
2023-01-31,PBS026,SBSN Seri PBS026,SBSN,PEMERINTAH REPUBLIK INDONESIA,2019-10-18,2024-10-15,6.625,Fixed,SEMI-ANNUAL,2650000000000,203813000000,4.993839835728953,2,10,2446187000000,1202,169561564.05990016,0.07691056603773586,6.398549587166044e-5,Finance,135026112500.00002
2023-01-31,PBS027,SBSN Seri PBS027,SBSN,PEMERINTAH REPUBLIK INDONESIA,2020-05-05,2023-05-15,6.5,FIXED,SEMI-ANNUAL,4561900000000,439687999999.99994,3.025325119780972,2,6,4122212000000,1002,438810379.2415169,0.09638264758105174,9.619026704695782e-5,Finance,171478319999.99997
2023-01-31,PBS028,SBSN Seri PBS028,SBSN,PEMERINTAH REPUBLIK INDONESIA,2020-07-24,2046-10-15,7.75,FIXED,SEMI-ANNUAL,5250000000000,11689304000000.002,26.2258726899384,2,52,-6439304000000.002,922,12678203904.555317,2.2265340952380956,0.0024148959818200604,Finance,47107895120000.01
2023-01-31,PBS029,SBSN Seri PBS029,SBSN,PEMERINTAH REPUBLIK INDONESIA,2021-01-15,2034-03-15,6.375,FIXED,SEMI-ANNUAL,4650000000000,4601726000000,13.160848733744011,2,26,48274000000,747,6160275769.745649,0.9896184946236559,0.001324790488117344,Finance,7627360845000
2023-01-31,PBS030,SBSN Seri PBS030,SBSN,PEMERINTAH REPUBLIK INDONESIA,2021-06-07,2028-07-15,5.875,FIXED,SEMI-ANNUAL,350000000000,121971000000,7.104722792607803,2,14,228029000000,604,201938741.7218543,0.3484885714285714,5.769678334910123e-4,Finance,100321147500
2023-01-31,PBS031,SBSN Seri PBS031,SBSN,PEMERINTAH REPUBLIK INDONESIA,2021-07-30,2024-07-15,4,FIXED,SEMI-ANNUAL,5000000000000,847619000000,2.9596167008898013,2,6,4152381000000,551,1538328493.647913,0.1695238,3.076656987295826e-4,Finance,203428560000
2023-01-31,PBS032,SBSN Seri PBS032,SBSN,PEMERINTAH REPUBLIK INDONESIA,2021-07-30,2026-07-15,4.875,FIXED,SEMI-ANNUAL,4350000000000,227904000000,4.958247775496235,2,10,4122096000000,551,413618874.7731398,0.052391724137931035,9.508479879842293e-5,Finance,111103200000.00002
2023-01-31,PBS033,SBSN Seri PBS033,SBSN,PEMERINTAH REPUBLIK INDONESIA,2022-01-14,2047-06-15,6.75,FIXED,SEMI-ANNUAL,350000000000,432240999999.99994,25.415468856947296,2,51,-82240999999.99994,383,1128566579.6344645,1.2349742857142856,0.003224475941812756,Finance,1487989642500
2023-01-31,PBS034,SBSN Seri PBS034,SBSN,PEMERINTAH REPUBLIK INDONESIA,2022-01-14,2039-06-15,6.5,FIXED,SEMI-ANNUAL,350000000000,85899999999.99998,17.415468856947296,2,35,264100000000,383,224281984.3342036,0.24542857142857138,6.40805669526296e-4,Finance,195422499999.99997
2023-01-31,PBS035,SBSN Seri PBS035,SBSN,PEMERINTAH REPUBLIK INDONESIA,2022-03-31,2042-03-15,6.75,FIXED,SEMI-ANNUAL,25664000000,34961999999.99999,19.956194387405887,2,40,-9297999999.999992,307,113882736.15635176,1.3622973815461343,0.004437450754221936,Finance,94397399999.99998
